RECORDING_SESSION_LABEL,TRIAL_INDEX,CURRENT_SAC_DURATION,CURRENT_SAC_AMPLITUDE,CURRENT_SAC_ANGLE,CURRENT_SAC_AVG_VELOCITY,TRIAL_SACCADE_TOTAL
07_f_24,1,40,7.03,137,184.83,189
07_f_24,1,20,0.57,81.4,40.72,189
07_f_24,1,36,6.89,-36.56,192.12,189
07_f_24,1,44,5.49,129.8,126.75,189
07_f_24,1,56,12.01,-48.19,212.32,189
07_f_24,1,40,6.89,156.76,171.97,189
07_f_24,1,32,6.82,-17.42,214.38,189
07_f_24,1,48,7.08,142.15,149.03,189
07_f_24,1,40,6.1,9.82,153.15,189
07_f_24,1,20,0.92,49.07,48.65,189
07_f_24,1,24,3.6,-165.23,146.91,189
07_f_24,1,228,4.56,-1.33,264.11,189
07_f_24,1,44,7.07,-86.44,165.57,189
07_f_24,1,52,9.11,118.03,196.81,189
07_f_24,1,48,7.86,-64.59,172.37,189
07_f_24,1,52,10.89,155.58,214.94,189
07_f_24,1,44,7.42,23.64,168.36,189
07_f_24,1,12,0.38,-82.52,32.27,189
07_f_24,1,12,0.44,169.46,34.06,189
07_f_24,1,20,1.53,-49.31,69.75,189
07_f_24,1,24,2.37,-81.26,96.07,189
07_f_24,1,20,0.93,87.83,43.5,189
07_f_24,1,28,2.65,150.3,94,189
07_f_24,1,16,0.72,73.69,39.92,189
07_f_24,1,12,0.43,81.85,33.46,189
07_f_24,1,44,8.4,0.97,188.12,189
07_f_24,1,16,0.87,-4.11,48.55,189
07_f_24,1,44,7.21,-163.74,162.88,189
07_f_24,1,400,4.8,6.65,292.29,189
07_f_24,1,40,3.56,45.81,125.74,189
07_f_24,1,20,0.26,-170.62,34.08,189
07_f_24,1,12,0.47,20.58,36.62,189
07_f_24,1,48,9.85,-177.49,205.51,189
07_f_24,1,16,0.88,-2.54,54.88,189
07_f_24,1,44,9.47,153.59,215.36,189
07_f_24,1,8,0.25,-141.93,35.41,189
07_f_24,1,48,8.61,-44.95,179.03,189
07_f_24,1,56,9.12,-73.77,163.12,189
07_f_24,1,40,5.95,124.44,150.22,189
07_f_24,1,52,8.08,34.77,155.91,189
07_f_24,1,40,5.03,22.18,126.17,189
07_f_24,1,220,12.56,-175.64,174.29,189
07_f_24,1,60,15.36,-43.24,259.89,189
07_f_24,1,48,8.78,171.79,182.24,189
07_f_24,1,24,2.48,153.23,105.49,189
07_f_24,1,40,6.99,122.87,175.52,189
07_f_24,1,64,13.59,-24.81,213.41,189
07_f_24,1,56,5.86,-79.29,106.36,189
07_f_24,1,48,8.98,-171.93,188.05,189
07_f_24,1,48,7.64,91.5,168.25,189
07_f_24,1,24,2.29,-123.23,93.09,189
07_f_24,1,20,1.28,-116.76,59.31,189
07_f_24,1,16,0.78,152.16,46.61,189
07_f_24,1,36,6.82,0.8,188.43,189
07_f_24,1,28,3.35,-0.23,118.57,189
07_f_24,1,8,0.17,175.5,30.46,189
07_f_24,1,24,1.44,98.08,65.83,189
07_f_24,1,44,7.44,-12.86,165.8,189
07_f_24,1,24,2.51,176.35,98.3,189
07_f_24,1,28,4.31,74.25,153.73,189
07_f_24,1,24,2.28,-92.56,90.02,189
07_f_24,1,20,0.92,-98.5,47.81,189
07_f_24,1,32,1.12,-118.81,60.77,189
07_f_24,1,12,0.51,-4.78,47.03,189
07_f_24,1,20,1.36,173.91,61.72,189
07_f_24,1,68,13.66,138.15,204.86,189
07_f_24,1,60,10.67,-89.55,179.69,189
07_f_24,1,20,1.58,-145.9,71.19,189
07_f_24,1,28,3.51,141.03,127.45,189
07_f_24,1,44,9.5,1.78,219.45,189
07_f_24,1,24,3.54,-101.15,145.9,189
07_f_24,1,8,0.25,-28.96,38.77,189
07_f_24,1,40,6.23,57.8,159.82,189
07_f_24,1,184,3.15,-163.22,232.94,189
07_f_24,1,20,1.97,-113.03,91.63,189
07_f_24,1,20,1.76,94.49,84.18,189
07_f_24,1,48,7.65,11.44,161.45,189
07_f_24,1,24,2.65,-17.5,111.73,189
07_f_24,1,64,14.31,-143.1,232.14,189
07_f_24,1,24,1.79,-28.42,70.98,189
07_f_24,1,8,0.26,-150.59,40.75,189
07_f_24,1,44,5.44,101.65,124.98,189
07_f_24,1,24,1.89,-152.19,86.07,189
07_f_24,1,8,0.28,-65.25,45.37,189
07_f_24,1,24,3.01,12.62,128.12,189
07_f_24,1,24,1.77,77.64,72.93,189
07_f_24,1,20,1.22,-27.57,56.09,189
07_f_24,1,40,4.68,0,114.66,189
07_f_24,1,24,2.2,0.5,91.19,189
07_f_24,1,16,0.92,174.4,49.69,189
07_f_24,1,28,2.96,-2.06,105.86,189
07_f_24,1,52,11.28,178.99,219.7,189
07_f_24,1,48,8.89,-2.03,184.33,189
07_f_24,1,12,0.51,0.64,40.84,189
07_f_24,1,44,8.48,178.86,192.56,189
07_f_24,1,20,1.33,174.47,60.31,189
07_f_24,1,44,6.67,-166.94,150.67,189
07_f_24,1,44,8.91,-19,202.1,189
07_f_24,1,36,5.91,89.16,166.78,189
07_f_24,1,24,1.79,158.95,71.13,189
07_f_24,1,24,2.59,-88.97,101.05,189
07_f_24,1,12,0.55,137.46,44.79,189
07_f_24,1,20,0.39,81.98,30.94,189
07_f_24,1,28,4.18,-82.55,154.5,189
07_f_24,1,20,1.29,115.93,60.11,189
07_f_24,1,16,0.47,129.61,36.16,189
07_f_24,1,24,2.37,1.56,94.8,189
07_f_24,1,24,2.6,134.38,108.8,189
07_f_24,1,24,1.22,-119.34,54.5,189
07_f_24,1,36,5.3,-25.14,146.63,189
07_f_24,1,32,4.43,-146.18,143.91,189
07_f_24,1,24,2.48,-3.61,103.89,189
07_f_24,1,20,1.2,74.54,57.13,189
07_f_24,1,12,0.41,-23.35,32.66,189
07_f_24,1,8,0.23,-178.12,40.55,189
07_f_24,1,32,5.51,111.05,178.45,189
07_f_24,1,20,0.52,82.26,32.48,189
07_f_24,1,28,2.22,-171.19,82.89,189
07_f_24,1,12,0.51,-71.45,40.97,189
07_f_24,1,40,5.97,-170.7,149,189
07_f_24,1,40,7.69,34.6,195.11,189
07_f_24,1,48,9.85,145.28,205.42,189
07_f_24,1,24,1.8,104.68,70.54,189
07_f_24,1,156,12.25,-44.33,250.79,189
07_f_24,1,44,8.24,177.76,187.15,189
07_f_24,1,12,0.47,31.61,40.5,189
07_f_24,1,16,0.92,-179.04,50.93,189
07_f_24,1,20,2.26,106.39,111.14,189
07_f_24,1,20,2.01,3.16,100.03,189
07_f_24,1,32,3.37,-2.09,107.14,189
07_f_24,1,32,3.34,0.07,103.11,189
07_f_24,1,20,1.11,-3.51,52.81,189
07_f_24,1,48,10.61,-153.24,221.79,189
07_f_24,1,28,4.02,-97.73,144.97,189
07_f_24,1,32,4.69,2.67,148.38,189
07_f_24,1,64,11.65,-21.13,192.86,189
07_f_24,1,24,1.23,61.65,55.23,189
07_f_24,1,52,13.42,159.81,261.62,189
07_f_24,1,8,0.19,7.01,30.91,189
07_f_24,1,56,6.51,-140.37,130.51,189
07_f_24,1,64,12.45,-3.4,207.48,189
07_f_24,1,36,2.32,-36.44,89.52,189
07_f_24,1,28,4.55,99.27,167.6,189
07_f_24,1,32,2.14,74.92,92.04,189
07_f_24,1,20,1.25,85.99,57.53,189
07_f_24,1,20,1.37,-101.48,63.58,189
07_f_24,1,24,2.35,87.68,99.87,189
07_f_24,1,16,0.82,36.67,49.82,189
07_f_24,1,16,0.8,-110.37,46.84,189
07_f_24,1,48,8.68,-160.81,180.82,189
07_f_24,1,24,1.32,-125.48,53.09,189
07_f_24,1,56,10.13,122.88,190.89,189
07_f_24,1,28,3.86,111.86,138.87,189
07_f_24,1,12,0.54,-158.52,44.43,189
07_f_24,1,44,7.42,-71.5,171.56,189
07_f_24,1,28,5.2,-23.96,185.26,189
07_f_24,1,44,7.38,153.25,169.32,189
07_f_24,1,20,1.08,44.89,54.36,189
07_f_24,1,196,16.05,11.39,217.93,189
07_f_24,1,16,0.99,-146.62,55.76,189
07_f_24,1,12,0.59,-165.86,48.91,189
07_f_24,1,48,9.48,-144.65,201.95,189
07_f_24,1,20,1.26,-118.09,55.83,189
07_f_24,1,52,8.32,-136.07,162.79,189
07_f_24,1,40,7.05,58.98,179.81,189
07_f_24,1,40,5.36,-140.7,136.72,189
07_f_24,1,44,7.86,53.59,181.08,189
07_f_24,1,52,10.53,6.08,201.6,189
07_f_24,1,212,15.02,-163.41,195.09,189
07_f_24,1,28,4.02,-95.33,142.17,189
07_f_24,1,32,1.44,92.97,73.51,189
07_f_24,1,16,1,-113.26,56.22,189
07_f_24,1,36,1.97,94.89,81.8,189
07_f_24,1,24,2.34,-89.3,95.63,189
07_f_24,1,20,0.46,122.5,29.22,189
07_f_24,1,12,0.47,-146.03,36.76,189
07_f_24,1,108,19.87,-93.63,204.98,189
07_f_24,1,576,4.22,-13.47,145.1,189
07_f_24,1,244,0.84,-70.54,46.86,189
07_f_24,1,748,24.84,97.2,339.84,189
07_f_24,1,24,2.68,-44.09,116.08,189
07_f_24,1,12,0.55,-17.12,47.18,189
07_f_24,1,24,2.89,-172.55,117,189
07_f_24,1,16,1.05,-39.08,63.87,189
07_f_24,1,32,3.35,19.61,107.54,189
07_f_24,1,52,7.76,87.97,148.82,189
07_f_24,1,1892,3.74,175.43,258.24,189
07_f_24,1,60,6.08,110.57,127.87,189
07_f_24,1,24,2.72,104.85,105.45,189
07_f_24,2,40,3.25,136.38,81.68,205
07_f_24,2,48,10.14,-42.49,218.16,205
07_f_24,2,52,8.98,35.51,172.62,205
07_f_24,2,16,1.17,162.96,67.69,205
07_f_24,2,48,9.94,-151.85,208.77,205
07_f_24,2,28,2.86,171.02,105.06,205
07_f_24,2,8,0.19,173.69,31.19,205
07_f_24,2,32,4.11,-2.48,125.91,205
07_f_24,2,28,3.59,-162.72,128.66,205
07_f_24,2,44,6.71,27.95,155.43,205
07_f_24,2,52,7.17,-52.12,141.96,205
07_f_24,2,24,2.11,-12.34,84.94,205
07_f_24,2,36,2.5,132.82,72.02,205
07_f_24,2,52,8.23,165.03,158.25,205
07_f_24,2,216,7.55,28.25,209.95,205
07_f_24,2,24,2.77,175.91,110.89,205
07_f_24,2,20,1.54,-3.36,69.66,205
07_f_24,2,24,1.84,-2.01,80.45,205
07_f_24,2,32,4.5,-80.26,144.58,205
07_f_24,2,24,1.36,81.05,57.76,205
07_f_24,2,24,0.54,84.18,39.25,205
07_f_24,2,20,0.39,49.03,29.03,205
07_f_24,2,20,0.62,120.1,36.79,205
07_f_24,2,40,5.75,159.54,145.31,205
07_f_24,2,12,0.49,170.99,40.28,205
07_f_24,2,48,9.2,2.21,191.7,205
07_f_24,2,16,0.79,-12.8,45.18,205
07_f_24,2,40,7.48,-170.22,185.65,205
07_f_24,2,52,11.28,149.74,218.19,205
07_f_24,2,16,0.78,-58.49,46.83,205
07_f_24,2,8,0.26,-157.6,41.75,205
07_f_24,2,56,10.91,-34.24,195.86,205
07_f_24,2,196,5.74,167.89,240.57,205
07_f_24,2,20,1.1,-18.65,50.42,205
07_f_24,2,8,0.24,-60.63,36.66,205
07_f_24,2,64,11.77,0.58,193.1,205
07_f_24,2,56,11.24,-134.21,202.97,205
07_f_24,2,28,2.78,99.51,97.8,205
07_f_24,2,40,5.2,-174.54,129.65,205
07_f_24,2,68,10.9,-4.16,167.79,205
07_f_24,2,48,4.71,-41.36,114.62,205
07_f_24,2,32,5.45,-177.13,169.23,205
07_f_24,2,28,2.12,98.29,79.22,205
07_f_24,2,32,5,96.18,153.23,205
07_f_24,2,40,7.41,-178.33,184.71,205
07_f_24,2,60,7.86,-94.71,157.35,205
07_f_24,2,24,1.96,178.29,78.52,205
07_f_24,2,24,1.61,-143.35,73.29,205
07_f_24,2,12,0.62,-108.73,54.13,205
07_f_24,2,36,1.96,3.63,52.46,205
07_f_24,2,72,16.53,68.71,232.69,205
07_f_24,2,48,6.05,-65.31,126.34,205
07_f_24,2,20,0.67,76.92,36.74,205
07_f_24,2,44,7.57,-161.91,172.22,205
07_f_24,2,20,1.51,32,73.33,205
07_f_24,2,20,0.91,81.78,43.81,205
07_f_24,2,40,6.91,1.22,174.34,205
07_f_24,2,24,2.31,-148.92,89.9,205
07_f_24,2,40,3.19,-85.99,80.45,205
07_f_24,2,12,0.39,177.48,32.07,205
07_f_24,2,20,1.37,88.05,65.61,205
07_f_24,2,12,0.47,123.78,41.21,205
07_f_24,2,16,0.47,82.83,31.6,205
07_f_24,2,24,1.59,70.67,75.49,205
07_f_24,2,20,1.51,-30.02,73,205
07_f_24,2,24,2.33,-175.02,94.01,205
07_f_24,2,40,6.46,160.69,161.15,205
07_f_24,2,56,10.35,-44.45,191.85,205
07_f_24,2,12,0.55,-162.63,41.11,205
07_f_24,2,24,3.16,-3.27,129.57,205
07_f_24,2,24,2.86,176.21,112.3,205
07_f_24,2,12,0.51,171.25,41.04,205
07_f_24,2,32,4.74,103.13,155.42,205
07_f_24,2,8,0.21,-137.82,32.7,205
07_f_24,2,24,1.07,-81.22,54.35,205
07_f_24,2,28,3.22,95.73,119.31,205
07_f_24,2,16,0.67,-132.33,39.33,205
07_f_24,2,24,2.98,-72.68,126.07,205
07_f_24,2,28,3.04,113.23,106.7,205
07_f_24,2,16,1.04,-128.65,59.58,205
07_f_24,2,172,3.48,37.98,239.17,205
07_f_24,2,24,2.18,3.67,85.92,205
07_f_24,2,16,0.59,87.92,41.15,205
07_f_24,2,40,4.36,-128.2,110.44,205
07_f_24,2,36,1.54,147.23,67.93,205
07_f_24,2,16,0.87,2.67,49.96,205
07_f_24,2,20,1.37,47.51,63.87,205
07_f_24,2,24,2.14,-30.46,89.88,205
07_f_24,2,28,3.89,-167.4,136.15,205
07_f_24,2,200,2.41,81.87,239.14,205
07_f_24,2,28,3.28,-0.24,115.69,205
07_f_24,2,24,3.08,-179.57,120.62,205
07_f_24,2,48,1.83,-144.45,54.31,205
07_f_24,2,12,0.51,-31.76,41.91,205
07_f_24,2,32,1.19,100.99,71.6,205
07_f_24,2,12,0.41,-147.77,33.36,205
07_f_24,2,24,1.49,-71.31,66.32,205
07_f_24,2,24,1.41,-43.56,59.51,205
07_f_24,2,16,1.1,94.46,62.64,205
07_f_24,2,16,1.03,-62.86,58.76,205
07_f_24,2,24,3.61,113.19,147.03,205
07_f_24,2,28,2.66,-70.44,97.07,205
07_f_24,2,28,4.84,106.41,172.65,205
07_f_24,2,12,0.55,-42.08,44.93,205
07_f_24,2,224,1.52,-64.05,268.29,205
07_f_24,2,272,1.29,92.17,215.21,205
07_f_24,2,28,3.09,127.19,110.7,205
07_f_24,2,52,10.81,145.03,209.15,205
07_f_24,2,24,1.53,121.98,70.15,205
07_f_24,2,232,14.82,-34.05,173.05,205
07_f_24,2,24,1.1,154.2,56.44,205
07_f_24,2,60,11.31,121.61,191.48,205
07_f_24,2,20,1.68,-166.24,79.74,205
07_f_24,2,56,10.12,-73.36,180.19,205
07_f_24,2,44,5.66,132.9,127.4,205
07_f_24,2,60,15.79,-7.28,265.41,205
07_f_24,2,12,0.68,-171.66,52.91,205
07_f_24,2,16,1,-65.16,58.34,205
07_f_24,2,32,1.28,-57.36,61.1,205
07_f_24,2,28,3.8,111.82,136.17,205
07_f_24,2,20,0.63,169.06,36.18,205
07_f_24,2,28,4.33,-51.93,153.95,205
07_f_24,2,24,3.61,104.82,141.57,205
07_f_24,2,12,0.45,-130.54,36.37,205
07_f_24,2,56,12.01,151.63,217.19,205
07_f_24,2,24,3.01,150.83,128.93,205
07_f_24,2,40,5.04,-32.98,129.49,205
07_f_24,2,28,3.61,134.52,133.15,205
07_f_24,2,236,1.79,167.67,203.18,205
07_f_24,2,32,5.17,-64.66,163.28,205
07_f_24,2,40,5.22,-63.12,129.56,205
07_f_24,2,44,5.07,152.49,117.04,205
07_f_24,2,20,0.45,62.55,40.85,205
07_f_24,2,24,0.89,138.68,46.75,205
07_f_24,2,12,0.58,-157.98,48.47,205
07_f_24,2,40,6.31,5.85,155.47,205
07_f_24,2,8,0.2,-157.38,35.39,205
07_f_24,2,20,1.36,-168.24,62.05,205
07_f_24,2,12,0.37,-42.19,31.66,205
07_f_24,2,12,0.46,-0.98,39.01,205
07_f_24,2,16,0.89,109.75,47.14,205
07_f_24,2,52,8,-127.93,161.44,205
07_f_24,2,16,1,6.56,63.23,205
07_f_24,2,152,12.8,-2.09,286.5,205
07_f_24,2,24,3.96,144.91,163.7,205
07_f_24,2,52,9.36,-48.14,180.73,205
07_f_24,2,32,0.87,-86.22,53.33,205
07_f_24,2,20,0.67,-88.91,39.3,205
07_f_24,2,40,5.03,111.54,130.02,205
07_f_24,2,16,0.87,-28.08,50.08,205
07_f_24,2,20,1.47,10.06,68.71,205
07_f_24,2,8,0.22,-177.59,33.84,205
07_f_24,2,16,1.21,-88.41,75.58,205
07_f_24,2,8,0.23,-132.79,37.31,205
07_f_24,2,68,15.59,155.44,232.51,205
07_f_24,2,28,3.16,123.46,111.43,205
07_f_24,2,24,3.25,7.34,139.75,205
07_f_24,2,24,2.22,176.34,88.59,205
07_f_24,2,72,18.61,-36.81,267.77,205
07_f_24,2,12,0.63,138.33,50.76,205
07_f_24,2,56,8.8,100.97,157.5,205
07_f_24,2,28,4.41,178.76,156.36,205
07_f_24,2,8,0.29,125.02,42.79,205
07_f_24,2,44,7.63,-173.57,174.5,205
07_f_24,2,12,0.54,-174.56,48.37,205
07_f_24,2,16,0.74,-135.06,42.59,205
07_f_24,2,24,1.87,177.22,75.78,205
07_f_24,2,60,11.84,29.1,197.96,205
07_f_24,2,24,2.45,-112.07,98.58,205
07_f_24,2,36,1.52,-55.11,72.53,205
07_f_24,2,56,7.77,111.68,146.08,205
07_f_24,2,44,6.13,-73.58,138.62,205
07_f_24,2,24,1.76,57.93,74.22,205
07_f_24,2,28,4.45,89.8,155.25,205
07_f_24,2,20,1.09,129.12,53.64,205
07_f_24,2,28,4.25,-151.19,151.33,205
07_f_24,2,16,0.81,39.53,47.23,205
07_f_24,2,8,0.2,172.11,29.52,205
07_f_24,2,28,3.82,-56.96,134.97,205
07_f_24,2,20,1.55,0.5,73.82,205
07_f_24,2,8,0.16,0,31.04,205
07_f_24,2,12,0.42,104.72,36.75,205
07_f_24,2,16,0.95,1.41,55.56,205
07_f_24,2,24,3.54,-174.96,144.17,205
07_f_24,2,8,0.26,-44.01,38.26,205
07_f_24,2,48,9.31,125.8,198.93,205
07_f_24,2,20,1.11,150.41,53.29,205
07_f_24,2,488,1.89,-72.48,89.84,205
07_f_24,2,40,7.65,-10.33,191.12,205
07_f_24,2,40,8.07,158.74,201.62,205
07_f_24,2,24,1.57,115.27,66.82,205
07_f_24,2,244,2.54,-24.84,210.58,205
07_f_24,2,36,5.35,-22.4,151.49,205
07_f_24,2,68,13.94,-76.05,210.6,205
07_f_24,2,44,7.77,143.83,176.59,205
07_f_24,2,32,5.8,69.76,189.67,205
07_f_24,2,24,2.12,56.03,91.85,205
07_f_24,2,8,0.2,-44.66,35.56,205
07_f_24,2,32,5.07,-177.21,158.5,205
07_f_24,2,28,4.34,-54.57,152.28,205
07_f_24,2,24,1.06,-177.37,47.9,205
07_f_24,2,180,4.41,71.29,267.24,205
07_f_24,2,48,7.11,144.59,156.3,205
07_f_24,2,1256,1.28,-143.62,340.72,205
07_f_24,2,40,2.94,116.36,104.39,205
07_f_24,3,48,9.19,151.8,192.52,462
07_f_24,3,28,1.93,114.15,79.6,462
07_f_24,3,8,0.23,0,41.79,462
07_f_24,3,48,7.86,-45.66,162.57,462
07_f_24,3,32,4.53,-18.63,140.55,462
07_f_24,3,56,13.39,148.76,242.4,462
07_f_24,3,140,2.64,14.89,219.52,462
07_f_24,3,16,0.91,152.77,54.68,462
07_f_24,3,224,12.85,-20.7,183.61,462
07_f_24,3,44,7.89,159.64,178.07,462
07_f_24,3,24,2.8,-21,109.01,462
07_f_24,3,28,0.99,-5.31,60.23,462
07_f_24,3,20,0.74,-167.99,39.85,462
07_f_24,3,20,1.25,5.4,58.04,462
07_f_24,3,24,0.76,-175.74,41.01,462
07_f_24,3,40,6.09,155.22,153.97,462
07_f_24,3,24,1.85,164.39,76.91,462
07_f_24,3,8,0.24,-164.32,39.27,462
07_f_24,3,48,9.01,-36.16,189.09,462
07_f_24,3,28,2.01,93.81,74.91,462
07_f_24,3,20,1.53,20.72,72.04,462
07_f_24,3,40,6.32,179.1,156.92,462
07_f_24,3,28,3.85,1.73,135.63,462
07_f_24,3,24,1.48,-16.31,62.7,462
07_f_24,3,24,1.34,-179.34,61.75,462
07_f_24,3,1212,0.64,102.38,158.28,462
07_f_24,3,968,4.52,156.99,384.93,462
07_f_24,3,24,2.77,137.67,109.9,462
07_f_24,3,16,0.84,-155.87,48.8,462
07_f_24,3,24,2.2,15.06,91.04,462
07_f_24,3,12,0.69,-164.69,58.73,462
07_f_24,3,324,1.59,50.77,199.55,462
07_f_24,3,12,0.45,-109.3,46.27,462
07_f_24,3,16,1.04,166.7,63.01,462
07_f_24,3,16,0.77,67.61,51.13,462
07_f_24,3,20,0.07,-91.47,23.17,462
07_f_24,3,8,0.4,-111.13,49.83,462
07_f_24,3,44,7.55,-17.37,170.99,462
07_f_24,3,44,5.78,167.38,130.83,462
07_f_24,3,172,15.15,-8.14,185.74,462
07_f_24,3,40,7.61,-177.45,188.43,462
07_f_24,3,20,1.18,167.9,54.66,462
07_f_24,3,44,8.71,160.26,197.36,462
07_f_24,3,156,9.17,-13.22,258.87,462
07_f_24,3,32,1.21,178.89,61.37,462
07_f_24,3,12,0.46,-34.93,39.2,462
07_f_24,3,44,8.21,154.45,184.8,462
07_f_24,3,24,2.38,177.49,93.9,462
07_f_24,3,64,9.34,-12.99,160.78,462
07_f_24,3,156,1.66,150.14,408.64,462
07_f_24,3,24,2.03,-20.5,77.99,462
07_f_24,3,2292,2.36,18.48,231.72,462
07_f_24,3,24,1.93,179.94,81.06,462
07_f_24,3,20,1.11,-5.37,50.91,462
07_f_24,3,4164,1.15,-162.84,210.81,462
07_f_24,3,16,0.89,168.22,50.57,462
07_f_24,3,52,8.31,2.27,172.72,462
07_f_24,3,44,8.87,-176.79,200.62,462
07_f_24,3,12,0.44,-157.96,36.34,462
07_f_24,3,656,1.22,79.98,179.02,462
07_f_24,3,1416,9.86,-0.43,191.36,462
07_f_24,3,60,14.1,177.06,237.85,462
07_f_24,3,8,0.25,-104.59,43.38,462
07_f_24,3,56,4.27,134.11,109.94,462
07_f_24,3,16,0.98,70.01,56.81,462
07_f_24,3,208,1.49,-130.2,77.79,462
07_f_24,3,36,7.88,-31.8,219.22,462
07_f_24,3,16,0.85,22.7,49.27,462
07_f_24,3,40,7.03,173.79,176.05,462
07_f_24,3,40,5.1,-74.47,125.64,462
07_f_24,3,20,0.84,86.77,48.03,462
07_f_24,3,540,5.62,18.36,351.05,462
07_f_24,3,36,5.09,170.66,143.15,462
07_f_24,3,20,1.28,-130.65,60.34,462
07_f_24,3,248,3.1,99.64,188.58,462
07_f_24,3,16,1.03,-106.12,60.93,462
07_f_24,3,12,0.54,-114.09,46.34,462
07_f_24,3,24,0.77,129.76,42.45,462
07_f_24,3,12,0.43,-142.58,34.96,462
07_f_24,3,12,0.43,172.18,36.09,462
07_f_24,3,8,0.24,167.3,36.59,462
07_f_24,3,28,2.77,4.57,101.05,462
07_f_24,3,60,15.03,-49.85,252.64,462
07_f_24,3,64,14.14,117.86,225.53,462
07_f_24,3,40,6.18,-168.76,153.61,462
07_f_24,3,28,3.98,0.36,139.88,462
07_f_24,3,32,1.3,38.57,65.55,462
07_f_24,3,28,3.3,-170.6,115.82,462
07_f_24,3,168,1.48,-34.84,183.13,462
07_f_24,3,16,1.1,57.49,60.75,462
07_f_24,3,52,11.66,-57.73,227.93,462
07_f_24,3,48,9.36,138.72,196.43,462
07_f_24,3,52,8.75,-51.16,171.35,462
07_f_24,3,28,3.84,11.13,134.34,462
07_f_24,3,232,3.7,139.5,159.05,462
07_f_24,3,20,2.42,39.95,118.6,462
07_f_24,3,44,6.97,-103.5,156.21,462
07_f_24,3,28,3.85,68.95,140.14,462
07_f_24,3,20,1.3,94.09,64.63,462
07_f_24,3,24,2.01,-87.69,80.61,462
07_f_24,3,24,3.38,104.72,142.25,462
07_f_24,3,164,16.88,-105.62,154.68,462
07_f_24,3,124,13,66.28,130.99,462
07_f_24,3,28,2.94,-101.87,107.54,462
07_f_24,3,12,0.69,34.68,55.56,462
07_f_24,3,260,1.62,105.58,111.09,462
07_f_24,3,24,2.35,-110.98,93.7,462
07_f_24,3,16,0.82,96.07,44.68,462
07_f_24,3,20,0.95,96.94,40.97,462
07_f_24,3,72,10.92,86.65,155.87,462
07_f_24,3,56,8.17,-100.19,156.41,462
07_f_24,3,24,3.61,-85.02,145.4,462
07_f_24,3,24,1.46,97.95,67.47,462
07_f_24,3,16,0.85,-104.58,47.23,462
07_f_24,3,68,9.47,95.99,143.8,462
07_f_24,3,64,8.96,-84.18,149.73,462
07_f_24,3,24,2.18,-86.58,90.75,462
07_f_24,3,152,4.78,90.11,243.02,462
07_f_24,3,176,2.4,-69.72,260.12,462
07_f_24,3,32,1.44,-98.33,75.08,462
07_f_24,3,72,8.26,97.95,130.35,462
07_f_24,3,56,8.36,-90.57,160.72,462
07_f_24,3,20,0.56,-55.35,35.97,462
07_f_24,3,52,9.99,89.28,200.69,462
07_f_24,3,24,2.83,41.87,118.53,462
07_f_24,3,184,4.2,92.88,328.76,462
07_f_24,3,64,8.76,-95.68,177.2,462
07_f_24,3,40,8.92,43.73,221.21,462
07_f_24,3,40,5.03,156.15,128.66,462
07_f_24,3,28,2.63,-52.15,94.35,462
07_f_24,3,44,5.82,-4.79,133.14,462
07_f_24,3,28,5.18,178.23,180.6,462
07_f_24,3,8,0.21,-96.77,33.38,462
07_f_24,3,124,1.52,83.25,283.59,462
07_f_24,3,56,5.74,108.5,112.8,462
07_f_24,3,20,1.78,-67.62,85.57,462
07_f_24,3,32,2.48,-95.87,76.37,462
07_f_24,3,52,12.36,138.97,243.83,462
07_f_24,3,56,12.03,-46.15,219.38,462
07_f_24,3,20,2.05,-145.27,95.33,462
07_f_24,3,224,1.56,-73.37,241.77,462
07_f_24,3,16,0.85,162.37,51.58,462
07_f_24,3,40,5.96,30.08,153.58,462
07_f_24,3,28,5.17,-154.69,187.64,462
07_f_24,3,16,0.8,-170.51,44.82,462
07_f_24,3,12,0.59,-68.39,46.32,462
07_f_24,3,24,1.11,124.06,50.59,462
07_f_24,3,12,0.59,-155.06,46.84,462
07_f_24,3,56,9.02,16.43,159.29,462
07_f_24,3,40,4.15,177.91,104.37,462
07_f_24,3,48,7.89,-107.14,170.08,462
07_f_24,3,28,4.04,99.43,142.91,462
07_f_24,3,132,2.49,-92.58,247.8,462
07_f_24,3,24,0.66,56.92,39.36,462
07_f_24,3,24,1.48,105.29,72.19,462
07_f_24,3,16,0.78,-101.35,42.4,462
07_f_24,3,28,3.13,-90.38,116.03,462
07_f_24,3,12,0.64,80.37,50.54,462
07_f_24,3,20,0.52,72.38,29.17,462
07_f_24,3,24,1.63,-109.14,66.42,462
07_f_24,3,20,1.22,-57.8,58.14,462
07_f_24,3,20,1.15,-117.34,53.27,462
07_f_24,3,184,1.39,54.13,286.13,462
07_f_24,3,28,1.3,59.59,70.81,462
07_f_24,3,16,0.95,-2.56,55.42,462
07_f_24,3,24,2.19,-138.45,93.74,462
07_f_24,3,44,8.12,95.17,188.95,462
07_f_24,3,28,3.6,-74.05,129.31,462
07_f_24,3,16,0.67,-145.35,38.46,462
07_f_24,3,20,1.55,-0.21,72.02,462
07_f_24,3,24,2.48,-142.3,95.58,462
07_f_24,3,168,1.25,-33.07,333.01,462
07_f_24,3,8,0.26,153.1,37.61,462
07_f_24,3,196,0.58,81.12,217.99,462
