RECORDING_SESSION_LABEL,TRIAL_INDEX,CURRENT_SAC_DURATION,CURRENT_SAC_AMPLITUDE,CURRENT_SAC_ANGLE,CURRENT_SAC_AVG_VELOCITY,TRIAL_SACCADE_TOTAL
08_f_24,3,224,7.52,169.22,89.4,191
08_f_24,3,40,2.89,106.33,80.5,191
08_f_24,3,32,4.43,120.37,147.26,191
08_f_24,3,36,5.59,-69.37,166.9,191
08_f_24,3,12,0.58,-61.12,49.55,191
08_f_24,3,32,3.92,-104.69,121.98,191
08_f_24,3,12,0.42,35.38,40.4,191
08_f_24,3,44,5.78,-0.21,131.07,191
08_f_24,3,264,5.42,13.88,58.48,191
08_f_24,3,40,6.14,98.61,155.76,191
08_f_24,3,56,10.86,176.04,195.52,191
08_f_24,3,20,1.14,144.8,56.33,191
08_f_24,3,68,13.85,-89.18,206.46,191
08_f_24,3,20,1.35,-62.88,63.69,191
08_f_24,3,20,1.25,-154.7,62.95,191
08_f_24,3,244,10.98,84.29,110.36,191
08_f_24,3,56,5.29,87.92,103.04,191
08_f_24,3,24,2.32,-87.81,92.72,191
08_f_24,3,16,0.93,-105.08,61.17,191
08_f_24,3,8,0.21,-99.61,35.08,191
08_f_24,3,40,8.02,-95.39,.,191
08_f_24,3,24,1.56,103.91,69.14,191
08_f_24,3,148,5.95,-68.63,135.14,191
08_f_24,3,16,1.11,-165.88,71.48,191
08_f_24,3,52,8.78,41.44,172.37,191
08_f_24,3,60,7.96,20.7,133.71,191
08_f_24,3,68,15.54,-152.26,232.85,191
08_f_24,3,28,3.17,-64.7,110.79,191
08_f_24,3,20,1.28,-170.26,62.63,191
08_f_24,3,12,0.51,-173.75,45.73,191
08_f_24,3,1012,15.1,4.58,199.78,191
08_f_24,3,236,0.55,-138.35,46.28,191
08_f_24,3,280,2.54,80.11,65.79,191
08_f_24,3,8,0.17,21.15,39.49,191
08_f_24,3,16,0.94,-66.94,59.73,191
08_f_24,3,8,0.23,-17.74,31.6,191
08_f_24,3,1208,0.5,-35.44,34.94,191
08_f_24,3,48,8.31,4.19,177.78,191
08_f_24,3,104,12.05,10.47,119.24,191
08_f_24,3,100,23.08,-169.09,276.28,191
08_f_24,3,24,1.5,-12,59.69,191
08_f_24,3,248,1.52,174.68,196.07,191
08_f_24,3,20,0.8,-6.28,44.19,191
08_f_24,3,220,0.14,29.7,79.31,191
08_f_24,3,12,0.53,-11.01,43.12,191
08_f_24,3,232,1.68,153.48,95.66,191
08_f_24,3,248,0.72,-90.75,224.76,191
08_f_24,3,716,1.38,142.82,110.15,191
08_f_24,3,12,0.4,-38.32,36.39,191
08_f_24,3,16,0.72,-49.96,48.25,191
08_f_24,3,8,0.24,-13.89,35.88,191
08_f_24,3,20,1.27,-31.11,63.51,191
08_f_24,3,28,3.26,166.55,117.42,191
08_f_24,3,28,1.81,119.93,83.39,191
08_f_24,3,124,25.09,146.11,210.42,191
08_f_24,3,40,4.4,-44.31,108.45,191
08_f_24,3,176,6.58,-17.85,165.91,191
08_f_24,3,76,14.66,-45.08,202.16,191
08_f_24,3,12,0.51,8.69,43.86,191
08_f_24,3,8,0.24,4.89,36.37,191
08_f_24,3,16,0.9,-51.16,53.18,191
08_f_24,3,72,13.81,136.86,195.35,191
08_f_24,3,24,2.55,153.62,110.24,191
08_f_24,3,12,0.44,-40.32,40.74,191
08_f_24,3,84,15.57,-39.36,191.79,191
08_f_24,3,20,1.08,86.62,57.84,191
08_f_24,3,16,1.07,-67.98,68.45,191
08_f_24,3,212,2.19,148.29,101.32,191
08_f_24,3,12,0.48,-72.68,43.15,191
08_f_24,3,216,1.13,109.37,102.49,191
08_f_24,3,224,0.33,-173.3,91.71,191
08_f_24,3,240,1.4,96.3,114.53,191
08_f_24,3,24,1.65,175.82,67.28,191
08_f_24,3,260,0.27,-166.46,67.25,191
08_f_24,3,16,1.07,-13.62,65.21,191
08_f_24,3,8,0.19,-133.24,30.88,191
08_f_24,3,424,1.85,169.54,79.37,191
08_f_24,3,12,0.51,-16.38,41.99,191
08_f_24,3,208,0.38,-93.37,46.26,191
08_f_24,3,352,1.93,109.21,239.6,191
08_f_24,3,16,0.9,-43.53,55.52,191
08_f_24,3,224,1.33,46.56,105.51,191
08_f_24,3,20,1.42,-153.33,68.45,191
08_f_24,3,1316,2.68,126.69,145.67,191
08_f_24,3,12,0.65,-35.47,52.34,191
08_f_24,3,2252,10.08,156.26,80.04,191
08_f_24,3,20,1.09,99.32,60.82,191
08_f_24,3,236,0.48,-56.76,65.24,191
08_f_24,3,12,0.42,-173.7,41.7,191
08_f_24,3,56,7.81,146.24,141.83,191
08_f_24,3,20,1.42,176.64,76.61,191
08_f_24,3,40,5.06,-33.28,125.32,191
08_f_24,3,28,2.75,-158.14,100.22,191
08_f_24,3,44,6.56,-79.6,148.47,191
08_f_24,3,20,1.8,89.94,91.25,191
08_f_24,3,1584,0.96,133.14,279.88,191
08_f_24,3,24,2.3,-102.61,93.52,191
08_f_24,3,12,0.41,28.76,35.99,191
08_f_24,3,16,0.97,-18.16,59.28,191
08_f_24,3,12,0.56,7.37,44.11,191
08_f_24,3,12,0.48,-3.82,42.37,191
08_f_24,3,20,1.45,-10.2,69.07,191
08_f_24,3,16,0.95,178.64,59.14,191
08_f_24,3,8,0.22,1.92,34.31,191
08_f_24,3,832,2.13,129.17,232.9,191
08_f_24,3,16,1.16,-25.03,67.24,191
08_f_24,3,768,1.75,-172.23,283.23,191
08_f_24,3,20,1.51,24.2,75.53,191
08_f_24,3,24,1.73,-160.32,75.09,191
08_f_24,4,168,7.16,-2.98,255.24,154
08_f_24,4,28,2.37,-168.51,85.33,154
08_f_24,4,40,4.82,-67.08,120.91,154
08_f_24,4,264,10.6,-19.24,124.07,154
08_f_24,4,44,4.26,108.78,97.4,154
08_f_24,4,28,2.4,144.54,89.51,154
08_f_24,4,24,1.79,178.06,74.86,154
08_f_24,4,920,0.76,81.54,290.88,154
08_f_24,4,20,1.25,76.49,59.21,154
08_f_24,4,8,0.29,3.87,46.21,154
08_f_24,4,680,2.86,-8.08,273.17,154
08_f_24,4,24,2.27,165.28,93.83,154
08_f_24,4,52,9.79,1.44,187.24,154
08_f_24,4,56,10.34,-177.14,185.21,154
08_f_24,4,12,0.57,-6.27,55.1,154
08_f_24,4,592,1.47,59.26,321.71,154
08_f_24,4,16,1.01,-166.41,61.06,154
08_f_24,4,48,7.82,-1.05,161.26,154
08_f_24,4,44,6.77,-176.82,151.92,154
08_f_24,4,16,1.03,170.13,64.28,154
08_f_24,4,56,8.46,-97.94,151.38,154
08_f_24,4,28,2.42,-149.75,87.62,154
08_f_24,4,260,1.59,-102.34,134.91,154
08_f_24,4,28,2.71,-147.69,97.51,154
08_f_24,4,12,0.6,-15.18,51.36,154
08_f_24,4,20,1.59,-5.37,79.05,154
08_f_24,4,32,2.58,13.21,79.12,154
08_f_24,4,8,0.2,172.24,29.82,154
08_f_24,4,48,5.67,119.55,117.5,154
08_f_24,4,12,0.65,-32.96,57.95,154
08_f_24,4,8,0.17,-158.14,33.63,154
08_f_24,4,84,13.36,77.03,163.13,154
08_f_24,4,16,0.93,171.24,60.34,154
08_f_24,4,68,11.85,-77.37,174.68,154
08_f_24,4,44,5.65,-6.04,127.78,154
08_f_24,4,16,0.77,-172.42,49.68,154
08_f_24,4,24,2.01,-92.26,84.69,154
08_f_24,4,16,1.09,-90.91,68.8,154
08_f_24,4,12,0.69,-18.78,56.64,154
08_f_24,4,20,1.03,-70.26,48.64,154
08_f_24,4,192,2.4,-21.06,390.07,154
08_f_24,4,20,1.43,-87.02,69.17,154
08_f_24,4,32,3.13,26.83,100.35,154
08_f_24,4,12,0.43,7.53,35.72,154
08_f_24,4,8,0.17,-172.45,32.26,154
08_f_24,4,216,0.47,81.36,.,154
08_f_24,4,692,1.55,-89.51,98.28,154
08_f_24,4,20,1.17,-160.41,53.23,154
08_f_24,4,28,2.41,-135.21,82.99,154
08_f_24,4,448,2.06,52.21,14.93,154
08_f_24,4,28,3.48,-124.54,124.92,154
08_f_24,4,28,2.53,65.59,88.51,154
08_f_24,4,12,0.45,-164.23,39.66,154
08_f_24,4,24,1.82,84.32,76.55,154
08_f_24,4,208,0.91,-84.31,155.6,154
08_f_24,4,8,0.26,-140.3,44.5,154
08_f_24,4,8,0.19,-163.06,35.51,154
08_f_24,4,20,1.62,-149.53,80.74,154
08_f_24,4,24,1.5,-18.52,61.56,154
08_f_24,4,112,2.67,53.4,25.97,154
08_f_24,4,28,2.57,113.07,89.83,154
08_f_24,4,8,0.18,-4.84,35.04,154
08_f_24,4,12,0.46,-107.68,41.03,154
08_f_24,4,12,0.38,-113.09,39.21,154
08_f_24,4,36,3.29,13.66,89.24,154
08_f_24,4,340,0.69,8.93,544.19,154
08_f_24,4,216,4.46,176.26,362.45,154
08_f_24,4,76,3.06,-15.58,125.83,154
08_f_24,4,68,0.02,-125.48,.,154
08_f_24,4,48,0.1,-39.16,.,154
08_f_24,4,32,0.12,-7.87,.,154
08_f_24,4,84,0.23,-57.98,.,154
08_f_24,4,24,0.1,-48.94,.,154
08_f_24,4,60,5.18,28.25,148.37,154
08_f_24,4,40,4.98,-153.55,123.19,154
08_f_24,4,16,1.06,139.82,60.84,154
08_f_24,4,8,0.15,-95.94,32.06,154
08_f_24,4,132,0.91,59.91,215.21,154
08_f_24,4,360,0.44,-55.76,91.51,154
08_f_24,4,264,6.34,-132.58,55.79,154
08_f_24,4,20,1.01,1.67,49.38,154
08_f_24,4,12,0.64,-25.47,58.79,154
08_f_24,4,332,1,-49.54,30.89,154
08_f_24,4,32,1.63,161.27,63.4,154
08_f_24,4,48,0.14,-15.44,16.67,154
08_f_24,4,40,4.27,98.87,106.07,154
08_f_24,4,164,5.06,-86.06,47.94,154
08_f_24,4,116,0.24,152.73,23.58,154
08_f_24,4,604,2.61,60.19,121.72,154
08_f_24,4,12,0.48,121.12,43.3,154
08_f_24,4,28,2.85,-101.73,98.99,154
08_f_24,4,16,0.59,63.06,38.81,154
08_f_24,4,20,1.32,-83.82,62.79,154
08_f_24,4,12,0.41,-153.38,35.63,154
08_f_24,4,20,1.5,77.81,81.58,154
08_f_24,4,20,1.58,-110.66,81.8,154
08_f_24,4,8,0.2,112.17,29.43,154
08_f_24,4,16,0.73,29.21,50.04,154
08_f_24,4,24,1.66,87.8,76.31,154
08_f_24,4,164,8.75,121.91,131.05,154
08_f_24,4,20,1.56,-158.74,82.9,154
08_f_24,4,16,1.16,-163.76,76.42,154
08_f_24,4,136,7.93,-101.28,82.93,154
08_f_24,4,64,0.9,75.34,30.98,154
08_f_24,4,1296,2.38,50.16,193.73,154
08_f_24,4,1084,16.53,-19.53,54.41,154
08_f_24,4,724,1.81,166.1,46.19,154
08_f_24,4,16,0.73,136.91,51.63,154
08_f_24,4,36,0.87,123.9,49.44,154
08_f_24,4,36,0.48,-61.8,25.44,154
08_f_24,4,12,0.68,-57.23,55.52,154
08_f_24,4,20,0.1,27.67,21.89,154
08_f_24,4,68,0.18,148.03,18.51,154
08_f_24,4,44,0.18,-36.4,47.16,154
08_f_24,4,1136,4.35,-37.13,42.06,154
08_f_24,4,264,1.32,166.85,.,154
08_f_24,4,1008,9.76,84.11,59.86,154
08_f_24,4,96,1.85,114.18,38.43,154
08_f_24,4,304,3.52,-80.72,43.64,154
08_f_24,4,40,8.3,-88.33,48.59,154
08_f_24,4,32,2.26,60.57,75.23,154
08_f_24,4,176,12.02,88.83,99.09,154
08_f_24,4,48,7.65,-113.37,161.68,154
08_f_24,4,24,1.56,54.63,74.17,154
08_f_24,4,264,6.34,-96.84,48.22,154
08_f_24,4,28,2.15,73.49,82.43,154
08_f_24,4,872,2.7,-88.74,133.05,154
08_f_24,4,192,1.23,-101.37,70.4,154
08_f_24,4,12,0.47,1.85,39.74,154
08_f_24,4,156,6.83,135.45,122.33,154
08_f_24,4,144,0.54,105.45,.,154
08_f_24,4,264,3.17,-111.2,79.77,154
08_f_24,4,48,4.8,147.13,101.24,154
08_f_24,4,24,2,166.3,84.39,154
08_f_24,4,28,2.81,-131.86,105.68,154
08_f_24,4,8,0.23,107.59,37.88,154
08_f_24,4,12,0.46,-123.04,40.41,154
08_f_24,4,12,0.46,-77.45,44.68,154
08_f_24,4,232,1.52,88.71,104.33,154
08_f_24,4,20,1.72,70.09,91.38,154
08_f_24,4,8,0.27,48.11,28.26,154
08_f_24,4,16,1.05,-121.12,69.45,154
08_f_24,4,20,1.2,-106.72,59.78,154
08_f_24,4,204,1.36,129.98,193.53,154
08_f_24,4,12,0.53,90.83,46.43,154
08_f_24,4,12,0.42,-107.03,38.35,154
08_f_24,4,16,0.67,31.83,43.54,154
08_f_24,4,16,0.74,133.13,43.46,154
08_f_24,4,1224,0.99,-38.02,273.71,154
08_f_24,4,12,0.7,109.55,64.82,154
08_f_24,4,1224,0.61,-128.67,249.32,154
08_f_24,4,788,1.01,139.23,131.39,154
08_f_24,4,28,2.03,75.88,79.22,154
08_f_24,4,24,2.18,-95.06,87.29,154
09_f_24,1,44,5.45,170.13,124.07,176
09_f_24,1,40,4.89,11.87,121.94,176
09_f_24,1,28,2.55,177.4,96.85,176
09_f_24,1,20,1.21,9.84,66.97,176
09_f_24,1,68,10.59,-39.66,196.89,176
09_f_24,1,40,5.18,-57.14,140.22,176
09_f_24,1,48,7.55,81.9,160.26,176
09_f_24,1,44,5.87,176.83,133.16,176
09_f_24,1,56,15.72,-13.46,289.01,176
09_f_24,1,64,14.33,161.2,228.86,176
09_f_24,1,36,3.13,-169.22,84.8,176
09_f_24,1,36,5.36,3.81,146.33,176
09_f_24,1,24,1.84,179.21,79.64,176
09_f_24,1,40,4.06,-177.1,99.86,176
09_f_24,1,204,1.14,-21.61,344.68,176
09_f_24,1,28,2.36,-8.94,87.54,176
09_f_24,1,20,1.03,22.83,58.46,176
09_f_24,1,1200,0.64,-94.95,278.44,176
09_f_24,1,40,4.11,144.57,102,176
09_f_24,1,32,2.47,-175.73,72.72,176
09_f_24,1,56,10.68,2.68,231.06,176
09_f_24,1,16,0.71,-173.18,50.31,176
09_f_24,1,48,10.78,-178.29,233.34,176
09_f_24,1,52,8.06,164.82,160.97,176
09_f_24,1,80,12.83,-42.27,207.42,176
09_f_24,1,40,6.38,11.4,166.15,176
09_f_24,1,48,8.31,123.64,188.25,176
09_f_24,1,56,11.79,-110.73,225.64,176
09_f_24,1,48,7.01,-3.86,147.8,176
09_f_24,1,44,6.98,-0.81,161.01,176
09_f_24,1,28,1.79,155.61,64.35,176
09_f_24,1,44,4.06,-120.54,93,176
09_f_24,1,24,1.02,-103.34,45.52,176
09_f_24,1,48,7.64,139.03,159.25,176
09_f_24,1,32,2.74,-31.15,86.32,176
09_f_24,1,44,7.05,-54.48,165.88,176
09_f_24,1,56,12.12,110.88,219.96,176
09_f_24,1,44,6.19,87.23,139.46,176
09_f_24,1,64,11.01,-70.11,206.69,176
09_f_24,1,44,4.81,27.39,111.17,176
09_f_24,1,40,4.46,169.39,110.47,176
09_f_24,1,52,8.68,-94.43,170.42,176
09_f_24,1,44,6.1,176.78,136.55,176
09_f_24,1,56,14.88,106.39,272.63,176
09_f_24,1,48,4.59,156.26,95.25,176
09_f_24,1,24,2.53,-37.7,112.89,176
09_f_24,1,60,9.2,-45.27,189.52,176
09_f_24,1,52,7.15,-169.98,169.31,176
09_f_24,1,48,8.25,-18.32,188.49,176
09_f_24,1,40,4.63,-50.16,121.18,176
09_f_24,1,52,10.94,153.87,218.91,176
09_f_24,1,48,9.74,-26.13,205.64,176
09_f_24,1,28,2.28,-23.07,86.17,176
09_f_24,1,24,1.35,-6.8,58.2,176
09_f_24,1,36,4.16,145.49,113.24,176
09_f_24,1,32,2.63,174.35,79.06,176
09_f_24,1,28,1.95,-95.36,72.09,176
09_f_24,1,20,0.91,37.92,51.32,176
09_f_24,1,168,1.99,106.29,352.38,176
09_f_24,1,20,0.87,13.71,49.17,176
09_f_24,1,28,1.67,-86.55,61.91,176
09_f_24,1,20,0.97,133.17,55.43,176
09_f_24,1,8,0.24,-126.28,36.96,176
09_f_24,1,40,4.2,46.46,105.36,176
09_f_24,1,24,1.49,-170.67,66.52,176
09_f_24,1,20,0.66,121.37,38.41,176
09_f_24,1,12,0.49,179.31,40.61,176
09_f_24,1,28,2.55,-71.64,94.02,176
09_f_24,1,24,1.58,7.66,69.08,176
09_f_24,1,16,0.84,177.4,52.98,176
09_f_24,1,24,1.39,-57.74,62.98,176
09_f_24,1,32,3.58,-49.87,111.43,176
09_f_24,1,24,1.48,-169.43,65.99,176
09_f_24,1,28,2.53,4.23,93.8,176
09_f_24,1,40,3.58,175.23,87.73,176
09_f_24,1,20,0.73,1.16,39.48,176
09_f_24,1,52,7.72,96.55,155.41,176
09_f_24,1,28,2.01,112.93,74.47,176
09_f_24,1,20,0.86,-123.25,48.89,176
09_f_24,1,36,4.16,6.12,114.56,176
09_f_24,1,56,11.67,150.88,207.98,176
09_f_24,1,68,13.58,-54.23,205.7,176
09_f_24,1,56,12.94,119.43,231.74,176
09_f_24,1,24,1.69,-70.93,74.01,176
09_f_24,1,36,4.2,176.04,114.64,176
09_f_24,1,20,0.64,-172.86,36.7,176
09_f_24,1,40,4.2,-81.41,108.91,176
09_f_24,1,20,0.86,-26.76,48.18,176
09_f_24,1,48,10.81,-18.9,227.36,176
09_f_24,1,36,3.56,108.16,97.96,176
09_f_24,1,52,9.59,176.65,184.08,176
09_f_24,1,20,0.8,-173.56,46.26,176
09_f_24,1,60,13.61,-19,231.6,176
09_f_24,1,60,5.86,-20.99,99.38,176
09_f_24,1,20,0.96,-170.96,52.8,176
09_f_24,1,48,9.53,127.75,198.92,176
09_f_24,1,20,1.11,-167.68,59.78,176
09_f_24,1,56,9.09,-50.3,190.7,176
09_f_24,1,28,2.25,-37.03,77.55,176
09_f_24,1,48,6.45,122.14,136.16,176
09_f_24,1,44,6.13,76.16,148.74,176
09_f_24,1,48,4.99,148.84,103.65,176
09_f_24,1,60,9.86,-177.02,165.73,176
09_f_24,1,24,1.4,-156.15,60.22,176
09_f_24,1,16,0.33,-148.87,28.34,176
09_f_24,1,64,15.38,-29.89,254.07,176
09_f_24,1,44,5.41,-76.22,130.56,176
09_f_24,1,48,8.76,84.21,182.39,176
09_f_24,1,20,1.11,45.8,60.23,176
09_f_24,1,24,1.56,3.06,64.22,176
09_f_24,1,48,9.16,-162.91,191.54,176
09_f_24,1,52,9.34,14.74,178.82,176
09_f_24,1,24,1.83,134.84,84.64,176
09_f_24,1,52,10.92,179.31,214.45,176
09_f_24,1,44,7.95,5.15,183.16,176
09_f_24,1,160,2.07,-16.1,226.14,176
09_f_24,1,204,11.79,162.63,341.31,176
09_f_24,1,40,5.02,-5.98,127.57,176
09_f_24,1,36,4.32,-168.36,117.61,176
09_f_24,1,20,1.18,-169.32,65.43,176
09_f_24,1,24,1.42,13.01,60.72,176
09_f_24,1,24,1.38,6.05,61.4,176
09_f_24,1,36,3.67,152.46,105.78,176
09_f_24,1,24,1.35,113.41,60.58,176
09_f_24,1,16,0.6,13.2,40.08,176
09_f_24,1,16,0.68,-163.52,44.24,176
09_f_24,1,24,1.49,10.21,66.06,176
09_f_24,1,36,4.01,-96.9,115.54,176
09_f_24,1,20,1.07,-117.27,58.35,176
09_f_24,1,56,15.32,8.36,275.75,176
09_f_24,1,28,1.5,66.25,57.3,176
09_f_24,1,32,2.58,-81.83,85.15,176
09_f_24,1,60,16.85,-167.05,282.77,176
09_f_24,1,20,0.87,-167.79,49.62,176
09_f_24,1,32,2.8,55.15,89.26,176
09_f_24,1,188,0.67,47.62,311.64,176
09_f_24,1,24,1.01,-164.4,45.2,176
09_f_24,1,20,0.72,-95.22,42.16,176
09_f_24,1,28,1.49,-93.4,55.64,176
09_f_24,1,24,1.25,-172.38,55.53,176
09_f_24,1,20,0.83,15.29,46.39,176
09_f_24,1,28,1.87,60.25,72.38,176
09_f_24,1,28,2.67,-82.62,101.81,176
09_f_24,1,24,1.29,172.46,57.82,176
09_f_24,1,24,1.57,9.87,70.24,176
09_f_24,1,24,1.63,-173.76,74.74,176
09_f_24,1,184,1.28,-52.76,340.72,176
09_f_24,1,8,0.26,-166.64,41.54,176
09_f_24,1,12,0.39,13.09,33.92,176
09_f_24,1,60,8.95,-78.77,151.26,176
09_f_24,1,812,9.25,99.61,348.59,176
09_f_24,1,32,2.6,176.69,77.75,176
09_f_24,1,20,0.82,112.94,46.15,176
09_f_24,1,200,1.83,-44.23,363.76,176
09_f_24,1,20,1.1,160.18,63.42,176
09_f_24,1,8,0.18,-17.02,31.27,176
09_f_24,1,32,3.17,-2.06,100.2,176
09_f_24,1,36,3.38,-158.24,92.95,176
09_f_24,1,28,2.3,52.46,87.42,176
09_f_24,1,52,7.45,87.67,145.99,176
09_f_24,1,48,5.59,-127.38,117.87,176
09_f_24,1,28,2.73,-48.83,100.84,176
09_f_24,1,48,9.59,75.91,199.48,176
09_f_24,1,168,29.49,-87.18,199.82,176
09_f_24,1,172,7.01,-145.88,183.76,176
09_f_24,1,32,3.13,33.07,100.89,176
09_f_24,1,44,6.48,-178.35,146,176
09_f_24,1,20,0.87,11.7,48.68,176
09_f_24,1,624,0.6,-11.58,328.03,176
09_f_24,1,2116,4.62,178.25,317.15,176
09_f_24,1,1560,1.37,24.97,90.59,176
09_f_24,1,20,0.7,173.84,39.4,176
09_f_24,1,208,25.82,69.71,317.68,176
09_f_24,1,60,4.7,-173.31,143.29,176
09_f_24,1,44,5.95,133.69,135.05,176
09_f_24,1,60,7.48,-45.46,174.87,176
09_f_24,2,44,5.65,123.22,131.92,187
09_f_24,2,44,5.91,166.4,136.53,187
09_f_24,2,8,0.32,-60.18,24.89,187
09_f_24,2,52,8.67,5.12,178.7,187
09_f_24,2,48,6.13,-172.83,127.68,187
09_f_24,2,36,3.05,-7.14,86.07,187
09_f_24,2,48,9.37,-38.68,200.42,187
09_f_24,2,52,6.58,149.05,126.82,187
09_f_24,2,40,5.82,14.98,143.34,187
09_f_24,2,204,1.06,131.41,334.31,187
09_f_24,2,12,0.48,-49.17,46.24,187
09_f_24,2,28,3.57,2.36,131.64,187
09_f_24,2,20,0.92,167.53,50.52,187
09_f_24,2,44,5.63,177.29,126.87,187
09_f_24,2,28,3.18,-3.81,116.89,187
09_f_24,2,24,1.17,-175.59,53.16,187
09_f_24,2,36,4.15,8.28,115.07,187
09_f_24,2,44,5.27,-160.58,118.66,187
09_f_24,2,1076,0.88,121.54,257.6,187
09_f_24,2,32,2.81,96.54,86.41,187
09_f_24,2,20,1.08,54.55,57.27,187
09_f_24,2,724,2.22,60.55,310.96,187
09_f_24,2,36,2.97,134.09,81.62,187
09_f_24,2,20,0.85,-59.52,49.44,187
09_f_24,2,48,9.19,0.91,194.48,187
09_f_24,2,44,8.92,-179.34,202.02,187
09_f_24,2,124,1.42,3,389.24,187
09_f_24,2,48,9.05,3.41,192.48,187
09_f_24,2,16,0.44,-159.79,34.88,187
09_f_24,2,60,14.61,176.66,253.89,187
09_f_24,2,24,1.73,121.46,77.35,187
09_f_24,2,56,8.14,-59.74,157.03,187
09_f_24,2,48,7.61,-86.05,160.13,187
09_f_24,2,44,8.5,-27.59,194.3,187
09_f_24,2,52,10.69,126.05,212.37,187
09_f_24,2,56,9.19,-50.12,194.45,187
09_f_24,2,48,11.14,-0.54,231.2,187
09_f_24,2,40,4.86,173.29,120.26,187
09_f_24,2,48,7.04,174.64,149.21,187
09_f_24,2,40,6.58,159.41,160.42,187
09_f_24,2,32,2.63,8.43,81.71,187
09_f_24,2,68,15.69,-0.31,235.34,187
09_f_24,2,60,15.28,-161.81,263.71,187
09_f_24,2,36,4.13,-167.56,110.24,187
09_f_24,2,48,8.26,76.36,178.13,187
09_f_24,2,52,12.27,100.96,239.73,187
09_f_24,2,24,1.93,175.54,84.79,187
09_f_24,2,64,10.9,-73.06,191.24,187
09_f_24,2,40,5.4,-146.1,135.69,187
09_f_24,2,24,1.33,-30.1,57.11,187
09_f_24,2,44,7.83,-14.85,177.92,187
09_f_24,2,56,5.72,70.28,118.31,187
09_f_24,2,32,2.54,-155.15,79.58,187
09_f_24,2,32,3.62,-71.35,115.15,187
09_f_24,2,24,1.17,65.8,53.83,187
09_f_24,2,36,4.16,-1.2,118.3,187
09_f_24,2,40,4.41,-178.69,109.58,187
09_f_24,2,20,0.66,170.22,37.95,187
09_f_24,2,36,4.11,-51.25,116.34,187
09_f_24,2,28,2.22,-130.95,84.63,187
09_f_24,2,24,1.29,-147.44,57.99,187
09_f_24,2,24,1.18,128.09,52.06,187
09_f_24,2,48,7.58,89.46,157.03,187
09_f_24,2,44,5.02,-79.49,113.41,187
09_f_24,2,40,4.77,98.77,120.09,187
09_f_24,2,44,5.14,-77.25,119.83,187
09_f_24,2,56,1.54,64.82,55.55,187
09_f_24,2,52,8.71,137.7,166.33,187
09_f_24,2,36,3.75,124.82,105.38,187
09_f_24,2,60,11.39,-49.93,203.96,187
09_f_24,2,168,0.87,39.74,353.23,187
09_f_24,2,12,0.43,-41.59,38.85,187
09_f_24,2,24,1.19,-51.27,51.66,187
09_f_24,2,28,1.76,131.23,64.58,187
09_f_24,2,8,0.19,-138.57,31.64,187
09_f_24,2,20,0.93,-175.53,54.45,187
09_f_24,2,20,1.1,5.49,58.99,187
09_f_24,2,56,8.9,167.52,159.28,187
09_f_24,2,48,10.19,-22.61,212.25,187
09_f_24,2,24,1.66,-178.12,73.65,187
09_f_24,2,20,0.94,9.78,54.28,187
09_f_24,2,48,7.82,102.17,167.66,187
09_f_24,2,24,1.51,146.17,65.77,187
09_f_24,2,48,5.73,112.73,119,187
09_f_24,2,44,6.69,-27.63,157.31,187
09_f_24,2,52,8.7,160.99,166.69,187
09_f_24,2,44,8.89,-29.98,212.81,187
09_f_24,2,44,5.46,-92.4,124.08,187
09_f_24,2,24,1.18,-81.43,53.57,187
09_f_24,2,28,2.37,-16.68,86.03,187
09_f_24,2,24,1.98,113.84,89.28,187
09_f_24,2,24,1.94,126.34,87.16,187
09_f_24,2,12,0.43,-41.42,38.93,187
09_f_24,2,28,2.85,-56.13,108.47,187
09_f_24,2,32,2.13,94.03,71.45,187
09_f_24,2,116,3.8,147.28,373.99,187
09_f_24,2,76,8.51,132.76,265.99,187
09_f_24,2,176,9.67,-51.1,319.1,187
09_f_24,2,40,4.84,-46.22,124.8,187
09_f_24,2,28,2.13,-67.14,79.54,187
09_f_24,2,20,0.87,-48.95,48.2,187
09_f_24,2,8,0.2,-155.79,31.93,187
09_f_24,2,40,4.69,94.62,117.28,187
09_f_24,2,20,0.6,-162.51,33.8,187
09_f_24,2,60,11.68,135.55,195.66,187
09_f_24,2,64,14.63,-48.45,247.09,187
09_f_24,2,56,15.07,134.18,273.59,187
09_f_24,2,52,7.39,35.65,145.01,187
09_f_24,2,64,10.51,-66.84,184.36,187
09_f_24,2,48,6.56,-75.12,143.95,187
09_f_24,2,48,9.54,131.52,197.45,187
09_f_24,2,52,8.28,123.15,161.46,187
09_f_24,2,20,1.08,156.95,61.39,187
09_f_24,2,12,0.41,-7.99,38.02,187
09_f_24,2,28,2.38,-54.62,88.86,187
09_f_24,2,48,8.63,5.01,180.34,187
09_f_24,2,44,5.25,36.73,120.49,187
09_f_24,2,24,1.98,-178.25,88.7,187
09_f_24,2,48,6.76,-167.89,141.38,187
09_f_24,2,48,7.82,-92.67,163.65,187
09_f_24,2,44,5.8,0.26,132.08,187
09_f_24,2,16,0.46,-4.54,34.4,187
09_f_24,2,52,9.71,-178.63,187.43,187
09_f_24,2,24,1.37,178.58,61.57,187
09_f_24,2,24,1.4,109.76,64.52,187
09_f_24,2,44,8.95,-2.27,202.15,187
09_f_24,2,28,2.25,-18.7,82.57,187
09_f_24,2,28,2.35,-2.45,87.31,187
